age,salary,hours_per_week,years_at_company,department,education,attrition,period
45,83247,43,11,Sales,Bachelor,0,Jun-2023 (Stress)
36,83712,50,11,HR,Master,0,Jun-2023 (Stress)
50,48313,53,14,Sales,Bachelor,1,Jun-2023 (Stress)
41,45680,49,17,Engineering,Bachelor,0,Jun-2023 (Stress)
57,34887,44,17,Engineering,Master,0,Jun-2023 (Stress)
28,55422,64,9,HR,PhD,0,Jun-2023 (Stress)
28,49546,42,10,HR,Bachelor,1,Jun-2023 (Stress)
29,34173,45,11,Engineering,Bachelor,0,Jun-2023 (Stress)
51,70865,51,15,HR,PhD,0,Jun-2023 (Stress)
25,80878,61,3,Engineering,Master,0,Jun-2023 (Stress)
52,32808,52,7,Marketing,Master,1,Jun-2023 (Stress)
47,54527,57,0,Engineering,Bachelor,1,Jun-2023 (Stress)
41,66990,47,0,Marketing,Bachelor,1,Jun-2023 (Stress)
26,59582,51,3,Marketing,Bachelor,0,Jun-2023 (Stress)
33,28644,61,7,Engineering,Bachelor,1,Jun-2023 (Stress)
55,63627,64,12,Sales,Bachelor,1,Jun-2023 (Stress)
50,29117,54,12,Marketing,Bachelor,1,Jun-2023 (Stress)
56,60151,59,8,HR,Bachelor,1,Jun-2023 (Stress)
29,47345,48,9,Engineering,Associate,1,Jun-2023 (Stress)
25,51300,60,5,HR,PhD,0,Jun-2023 (Stress)
57,63870,46,9,Engineering,Bachelor,0,Jun-2023 (Stress)
52,82382,55,0,Sales,Bachelor,1,Jun-2023 (Stress)
32,33662,50,1,Marketing,Master,1,Jun-2023 (Stress)
50,58013,57,8,HR,Master,0,Jun-2023 (Stress)
51,43409,62,2,Sales,Bachelor,1,Jun-2023 (Stress)
50,41509,50,4,HR,Bachelor,1,Jun-2023 (Stress)
46,76767,58,11,Marketing,Bachelor,0,Jun-2023 (Stress)
53,49164,60,4,HR,Bachelor,1,Jun-2023 (Stress)
45,81680,60,11,Engineering,Bachelor,0,Jun-2023 (Stress)
27,81384,64,1,Sales,Associate,0,Jun-2023 (Stress)
47,41146,41,17,Engineering,Associate,0,Jun-2023 (Stress)
25,78819,62,1,HR,Bachelor,1,Jun-2023 (Stress)
25,75188,43,17,Engineering,Master,0,Jun-2023 (Stress)
26,68953,50,12,Sales,Bachelor,0,Jun-2023 (Stress)
26,54692,60,11,HR,PhD,0,Jun-2023 (Stress)
44,43564,45,3,HR,Associate,1,Jun-2023 (Stress)
46,31165,56,8,Sales,PhD,0,Jun-2023 (Stress)
26,32849,56,10,Sales,Master,1,Jun-2023 (Stress)
44,33206,43,14,Engineering,Master,1,Jun-2023 (Stress)
45,38029,47,16,HR,Bachelor,1,Jun-2023 (Stress)
31,61286,55,15,Sales,Bachelor,1,Jun-2023 (Stress)
35,58086,61,3,Engineering,Associate,0,Jun-2023 (Stress)
53,67458,43,1,Engineering,Associate,0,Jun-2023 (Stress)
36,31607,58,10,Engineering,Master,1,Jun-2023 (Stress)
53,38825,47,0,Sales,Master,0,Jun-2023 (Stress)
45,62543,42,10,Sales,Associate,0,Jun-2023 (Stress)
50,67741,59,9,HR,Bachelor,1,Jun-2023 (Stress)
29,63859,64,1,HR,Associate,1,Jun-2023 (Stress)
28,73218,44,4,HR,Bachelor,0,Jun-2023 (Stress)
46,33421,47,1,Engineering,PhD,1,Jun-2023 (Stress)
53,57078,60,5,Engineering,Bachelor,1,Jun-2023 (Stress)
41,52081,60,16,Engineering,Master,0,Jun-2023 (Stress)
37,57134,58,4,Sales,Associate,0,Jun-2023 (Stress)
33,30903,56,1,Marketing,Bachelor,0,Jun-2023 (Stress)
51,49604,49,12,Sales,PhD,0,Jun-2023 (Stress)
41,34074,48,6,Engineering,Associate,0,Jun-2023 (Stress)
49,40251,62,8,Engineering,Master,1,Jun-2023 (Stress)
36,55028,49,7,Engineering,Bachelor,1,Jun-2023 (Stress)
45,69328,55,4,Sales,Bachelor,0,Jun-2023 (Stress)
54,52366,51,13,Engineering,Bachelor,0,Jun-2023 (Stress)
43,33563,47,12,Sales,Bachelor,0,Jun-2023 (Stress)
32,37064,44,10,Sales,Bachelor,0,Jun-2023 (Stress)
41,64515,58,12,Engineering,PhD,0,Jun-2023 (Stress)
43,43877,41,3,Marketing,Master,1,Jun-2023 (Stress)
41,65448,44,1,Engineering,Master,0,Jun-2023 (Stress)
52,42091,57,1,Engineering,Master,0,Jun-2023 (Stress)
43,37013,46,13,Marketing,Bachelor,0,Jun-2023 (Stress)
40,69846,55,10,Engineering,Bachelor,1,Jun-2023 (Stress)
57,52866,64,14,Engineering,Master,0,Jun-2023 (Stress)
35,47277,61,5,Engineering,Associate,1,Jun-2023 (Stress)
25,47715,63,8,Marketing,PhD,0,Jun-2023 (Stress)
56,72327,49,8,Engineering,PhD,0,Jun-2023 (Stress)
52,50542,48,5,Sales,Master,0,Jun-2023 (Stress)
46,54260,44,13,Engineering,Bachelor,0,Jun-2023 (Stress)
55,73927,47,14,Sales,Bachelor,0,Jun-2023 (Stress)
26,52316,53,2,HR,Bachelor,0,Jun-2023 (Stress)
48,39513,54,11,Engineering,Bachelor,1,Jun-2023 (Stress)
27,74995,52,8,HR,Bachelor,0,Jun-2023 (Stress)
54,83701,48,1,Engineering,Bachelor,1,Jun-2023 (Stress)
33,32581,49,12,Sales,Bachelor,1,Jun-2023 (Stress)
38,45346,44,4,Engineering,Bachelor,1,Jun-2023 (Stress)
35,75761,50,5,Sales,Bachelor,0,Jun-2023 (Stress)
47,77282,64,16,HR,Bachelor,0,Jun-2023 (Stress)
51,81328,41,12,Sales,Associate,0,Jun-2023 (Stress)
42,41998,46,8,Engineering,Master,0,Jun-2023 (Stress)
26,63541,47,9,Marketing,Bachelor,0,Jun-2023 (Stress)
35,36743,59,10,Engineering,Bachelor,1,Jun-2023 (Stress)
50,77822,40,5,Engineering,Bachelor,0,Jun-2023 (Stress)
31,42306,47,13,Engineering,Bachelor,0,Jun-2023 (Stress)
31,43482,61,3,Engineering,Master,1,Jun-2023 (Stress)
54,83565,62,12,Sales,Bachelor,0,Jun-2023 (Stress)
38,69011,50,3,HR,Bachelor,1,Jun-2023 (Stress)
28,44328,55,9,Engineering,Master,1,Jun-2023 (Stress)
47,64925,47,4,Engineering,Bachelor,0,Jun-2023 (Stress)
52,73667,42,16,Engineering,Associate,0,Jun-2023 (Stress)
34,70268,64,7,Sales,Bachelor,0,Jun-2023 (Stress)
57,38792,53,5,Engineering,Bachelor,0,Jun-2023 (Stress)
44,72659,41,13,HR,PhD,0,Jun-2023 (Stress)
40,33094,43,1,Engineering,Bachelor,0,Jun-2023 (Stress)
46,75997,40,1,Sales,Master,0,Jun-2023 (Stress)
32,84408,50,2,Engineering,Bachelor,0,Jun-2023 (Stress)
43,68403,61,1,Marketing,Master,1,Jun-2023 (Stress)
44,78292,46,4,Sales,Bachelor,0,Jun-2023 (Stress)
52,30783,47,0,Sales,Master,1,Jun-2023 (Stress)
44,44737,59,1,Sales,Master,1,Jun-2023 (Stress)
29,38853,53,16,Engineering,Bachelor,0,Jun-2023 (Stress)
37,47354,53,12,Engineering,Bachelor,1,Jun-2023 (Stress)
37,28842,58,6,HR,Bachelor,0,Jun-2023 (Stress)
48,79723,52,10,Marketing,Bachelor,0,Jun-2023 (Stress)
53,33031,48,6,Sales,Associate,0,Jun-2023 (Stress)
52,48366,50,4,Sales,Bachelor,1,Jun-2023 (Stress)
57,28167,49,16,Engineering,Master,0,Jun-2023 (Stress)
49,55433,49,16,Sales,Bachelor,0,Jun-2023 (Stress)
30,78418,44,8,Sales,Bachelor,1,Jun-2023 (Stress)
25,78368,57,13,HR,Bachelor,1,Jun-2023 (Stress)
52,54049,50,6,Sales,PhD,1,Jun-2023 (Stress)
55,78888,49,0,Engineering,Master,0,Jun-2023 (Stress)
41,82544,57,8,Marketing,Bachelor,0,Jun-2023 (Stress)
34,41554,61,5,Sales,Bachelor,1,Jun-2023 (Stress)
37,28760,59,5,HR,Associate,1,Jun-2023 (Stress)
54,71798,64,4,HR,Associate,0,Jun-2023 (Stress)
44,83179,55,17,HR,Bachelor,0,Jun-2023 (Stress)
34,48614,54,7,Sales,Associate,1,Jun-2023 (Stress)
56,37201,59,1,Sales,Master,1,Jun-2023 (Stress)
47,75784,55,13,HR,Bachelor,0,Jun-2023 (Stress)
43,55998,54,5,Sales,PhD,0,Jun-2023 (Stress)
37,75847,50,5,HR,Master,1,Jun-2023 (Stress)
57,57627,44,17,HR,Master,0,Jun-2023 (Stress)
45,77379,53,16,Engineering,Bachelor,0,Jun-2023 (Stress)
43,76893,57,9,Marketing,Master,0,Jun-2023 (Stress)
49,51076,57,0,Engineering,Bachelor,1,Jun-2023 (Stress)
42,32936,43,4,Engineering,Master,0,Jun-2023 (Stress)
50,78454,60,15,Sales,Master,0,Jun-2023 (Stress)
27,71597,54,16,Sales,Master,1,Jun-2023 (Stress)
44,81320,40,12,Marketing,Bachelor,0,Jun-2023 (Stress)
46,36962,54,14,Sales,Master,1,Jun-2023 (Stress)
44,58042,57,15,Engineering,Master,0,Jun-2023 (Stress)
30,61821,63,5,HR,Master,0,Jun-2023 (Stress)
40,33540,44,13,Sales,Bachelor,0,Jun-2023 (Stress)
47,64926,42,4,HR,Bachelor,0,Jun-2023 (Stress)
46,74958,48,17,Sales,Associate,0,Jun-2023 (Stress)
24,36681,60,1,Engineering,Master,1,Jun-2023 (Stress)
51,62965,52,5,HR,Master,0,Jun-2023 (Stress)
55,46537,52,0,Engineering,Associate,1,Jun-2023 (Stress)
25,46007,45,5,Engineering,Master,0,Jun-2023 (Stress)
31,78865,54,15,HR,PhD,0,Jun-2023 (Stress)
33,34472,53,16,HR,Bachelor,0,Jun-2023 (Stress)
30,55483,68,2,Engineering,Bachelor,0,Dec-2023 (Crisis)
48,44400,51,2,Engineering,Bachelor,1,Dec-2023 (Crisis)
41,42149,57,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
32,39833,52,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
25,22821,52,7,Engineering,Bachelor,0,Dec-2023 (Crisis)
43,30592,54,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
33,70224,60,3,Engineering,Bachelor,1,Dec-2023 (Crisis)
38,56092,73,9,Engineering,Bachelor,0,Dec-2023 (Crisis)
39,27258,72,9,Engineering,Bachelor,1,Dec-2023 (Crisis)
30,66342,69,5,Engineering,Master,0,Dec-2023 (Crisis)
32,61214,51,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
47,45809,48,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
43,35361,73,4,Engineering,Master,1,Dec-2023 (Crisis)
46,67880,63,3,Engineering,Bachelor,1,Dec-2023 (Crisis)
25,57897,69,1,Engineering,Bachelor,0,Dec-2023 (Crisis)
32,34257,53,3,Sales,PhD,0,Dec-2023 (Crisis)
24,32380,54,1,Sales,Bachelor,1,Dec-2023 (Crisis)
49,35354,54,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
40,32687,72,5,Sales,Bachelor,0,Dec-2023 (Crisis)
28,69756,62,0,Engineering,Master,0,Dec-2023 (Crisis)
44,42485,56,4,HR,Associate,1,Dec-2023 (Crisis)
44,67972,53,4,Engineering,Master,1,Dec-2023 (Crisis)
30,32071,58,3,Engineering,Master,0,Dec-2023 (Crisis)
41,47619,66,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
24,64590,64,2,Engineering,Associate,0,Dec-2023 (Crisis)
35,49539,49,6,Engineering,Bachelor,1,Dec-2023 (Crisis)
37,29263,64,0,Engineering,PhD,1,Dec-2023 (Crisis)
22,39660,48,9,Engineering,Associate,0,Dec-2023 (Crisis)
43,70737,52,8,HR,Master,0,Dec-2023 (Crisis)
47,23425,55,9,Marketing,PhD,0,Dec-2023 (Crisis)
41,35149,73,5,Engineering,Bachelor,0,Dec-2023 (Crisis)
38,40741,50,1,Engineering,PhD,0,Dec-2023 (Crisis)
49,32832,52,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
32,71254,71,2,Marketing,Bachelor,0,Dec-2023 (Crisis)
33,54999,52,1,Sales,Bachelor,0,Dec-2023 (Crisis)
31,47408,68,7,Engineering,Bachelor,0,Dec-2023 (Crisis)
34,31694,70,3,Marketing,Master,1,Dec-2023 (Crisis)
40,62358,63,4,HR,Bachelor,0,Dec-2023 (Crisis)
35,28628,52,9,Engineering,Master,0,Dec-2023 (Crisis)
31,30044,67,7,Marketing,Bachelor,1,Dec-2023 (Crisis)
39,43465,64,6,Sales,Associate,0,Dec-2023 (Crisis)
36,58708,48,4,Sales,Associate,0,Dec-2023 (Crisis)
23,62544,59,6,Sales,Bachelor,1,Dec-2023 (Crisis)
32,51514,54,1,Marketing,Bachelor,0,Dec-2023 (Crisis)
31,46411,66,5,Sales,Bachelor,1,Dec-2023 (Crisis)
23,71333,61,2,Sales,Associate,0,Dec-2023 (Crisis)
22,33297,52,1,Engineering,Master,0,Dec-2023 (Crisis)
29,37592,69,5,Marketing,Master,1,Dec-2023 (Crisis)
28,65622,62,9,Engineering,Master,1,Dec-2023 (Crisis)
45,45326,63,8,HR,Associate,1,Dec-2023 (Crisis)
47,61418,69,9,Engineering,Bachelor,1,Dec-2023 (Crisis)
44,35578,56,0,Engineering,PhD,1,Dec-2023 (Crisis)
35,46237,73,2,Engineering,Bachelor,1,Dec-2023 (Crisis)
40,58868,54,5,HR,Bachelor,1,Dec-2023 (Crisis)
40,58893,66,0,Sales,Bachelor,0,Dec-2023 (Crisis)
35,25426,71,5,Engineering,Bachelor,0,Dec-2023 (Crisis)
33,69255,63,0,Engineering,Master,1,Dec-2023 (Crisis)
49,58565,63,9,Sales,Master,0,Dec-2023 (Crisis)
34,37193,70,1,Engineering,Bachelor,1,Dec-2023 (Crisis)
45,63720,71,0,HR,Master,0,Dec-2023 (Crisis)
33,36180,57,2,Engineering,Bachelor,1,Dec-2023 (Crisis)
28,34406,50,4,Sales,Bachelor,1,Dec-2023 (Crisis)
46,35388,59,3,Engineering,Master,1,Dec-2023 (Crisis)
37,39929,69,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
38,22338,64,2,HR,Bachelor,0,Dec-2023 (Crisis)
48,39275,49,2,HR,Master,1,Dec-2023 (Crisis)
24,60565,74,9,Engineering,Bachelor,0,Dec-2023 (Crisis)
43,65821,57,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
28,60139,69,7,Engineering,Bachelor,0,Dec-2023 (Crisis)
32,29793,58,2,Sales,Bachelor,1,Dec-2023 (Crisis)
45,43762,53,5,Sales,Master,1,Dec-2023 (Crisis)
35,67715,49,5,Sales,Master,0,Dec-2023 (Crisis)
27,64564,67,6,Engineering,Associate,0,Dec-2023 (Crisis)
36,26629,73,5,Sales,Bachelor,0,Dec-2023 (Crisis)
43,28658,58,4,Engineering,Bachelor,1,Dec-2023 (Crisis)
47,23854,59,1,Engineering,PhD,1,Dec-2023 (Crisis)
24,69695,67,0,Engineering,Bachelor,0,Dec-2023 (Crisis)
42,62589,49,5,Engineering,Bachelor,0,Dec-2023 (Crisis)
44,58697,55,5,Marketing,Master,1,Dec-2023 (Crisis)
33,25267,66,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
28,24145,53,4,Engineering,Associate,1,Dec-2023 (Crisis)
34,50408,57,2,Marketing,Bachelor,1,Dec-2023 (Crisis)
26,30694,67,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
24,47892,64,0,Engineering,Bachelor,1,Dec-2023 (Crisis)
29,26915,48,4,Engineering,Master,1,Dec-2023 (Crisis)
35,66290,65,7,Engineering,PhD,0,Dec-2023 (Crisis)
40,55368,55,9,Sales,Bachelor,1,Dec-2023 (Crisis)
28,55717,74,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
29,61088,62,1,Engineering,Master,1,Dec-2023 (Crisis)
24,71105,63,4,Marketing,Master,0,Dec-2023 (Crisis)
35,61795,72,0,Engineering,Master,0,Dec-2023 (Crisis)
24,56076,65,3,Engineering,Master,1,Dec-2023 (Crisis)
30,33000,65,9,Engineering,Master,1,Dec-2023 (Crisis)
28,38714,73,3,HR,Bachelor,0,Dec-2023 (Crisis)
22,41627,52,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
41,68871,56,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
22,56229,56,9,Engineering,Bachelor,0,Dec-2023 (Crisis)
27,25954,56,5,Sales,Bachelor,1,Dec-2023 (Crisis)
32,54505,56,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
37,56110,67,3,Engineering,Associate,1,Dec-2023 (Crisis)
49,68226,51,9,Engineering,Master,0,Dec-2023 (Crisis)
38,27411,65,5,HR,Bachelor,1,Dec-2023 (Crisis)
30,25987,72,4,HR,Bachelor,1,Dec-2023 (Crisis)
49,30963,56,3,Engineering,Bachelor,0,Dec-2023 (Crisis)
42,55464,73,3,Engineering,Master,0,Dec-2023 (Crisis)
34,41315,73,4,Engineering,Master,1,Dec-2023 (Crisis)
33,50846,72,2,Sales,Bachelor,1,Dec-2023 (Crisis)
43,46984,74,3,Engineering,Master,1,Dec-2023 (Crisis)
23,60965,59,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
22,24679,74,0,Sales,Bachelor,0,Dec-2023 (Crisis)
22,66244,62,8,HR,Bachelor,1,Dec-2023 (Crisis)
40,42285,66,0,Marketing,Bachelor,1,Dec-2023 (Crisis)
33,58073,71,7,Engineering,Master,1,Dec-2023 (Crisis)
49,48849,70,9,HR,Master,1,Dec-2023 (Crisis)
39,70516,49,2,Marketing,Master,0,Dec-2023 (Crisis)
23,35946,72,4,Marketing,Bachelor,0,Dec-2023 (Crisis)
47,61872,61,8,HR,Bachelor,0,Dec-2023 (Crisis)
47,42304,64,1,Engineering,Bachelor,1,Dec-2023 (Crisis)
29,70122,60,9,Engineering,Bachelor,1,Dec-2023 (Crisis)
26,60976,72,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
25,49474,70,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
40,31523,62,8,Sales,Master,0,Dec-2023 (Crisis)
24,29202,59,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
22,37450,56,3,Engineering,Bachelor,0,Dec-2023 (Crisis)
31,67998,57,6,Engineering,Bachelor,1,Dec-2023 (Crisis)
23,35804,62,4,Sales,Bachelor,0,Dec-2023 (Crisis)
27,70543,58,1,Engineering,Bachelor,0,Dec-2023 (Crisis)
25,34446,52,9,Engineering,Bachelor,0,Dec-2023 (Crisis)
46,28553,67,5,Engineering,Bachelor,0,Dec-2023 (Crisis)
47,23863,74,9,Sales,Bachelor,1,Dec-2023 (Crisis)
26,39806,64,2,Engineering,PhD,0,Dec-2023 (Crisis)
43,69837,52,8,Engineering,Master,0,Dec-2023 (Crisis)
24,56368,52,7,Sales,Master,0,Dec-2023 (Crisis)
40,47430,56,4,Engineering,Master,1,Dec-2023 (Crisis)
47,27477,55,2,Engineering,Master,1,Dec-2023 (Crisis)
40,38349,51,3,HR,Bachelor,0,Dec-2023 (Crisis)
28,26755,56,1,Engineering,Bachelor,1,Dec-2023 (Crisis)
30,66023,70,0,Marketing,Master,1,Dec-2023 (Crisis)
47,33747,69,0,Engineering,Bachelor,1,Dec-2023 (Crisis)
36,23096,68,7,Engineering,Master,0,Dec-2023 (Crisis)
23,38436,54,7,HR,Master,1,Dec-2023 (Crisis)
35,27299,70,1,Engineering,Master,0,Dec-2023 (Crisis)
36,61636,51,9,HR,Bachelor,0,Dec-2023 (Crisis)
48,22938,72,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
46,58277,70,2,Sales,PhD,0,Dec-2023 (Crisis)
34,23529,69,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
29,68055,50,4,Engineering,Associate,1,Dec-2023 (Crisis)
42,22132,64,4,Engineering,Bachelor,1,Dec-2023 (Crisis)
47,59023,57,1,Engineering,Bachelor,0,Dec-2023 (Crisis)
32,52427,66,6,Engineering,Master,0,Dec-2023 (Crisis)
25,32385,56,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
47,57878,70,6,Engineering,Associate,0,Dec-2023 (Crisis)
28,36120,56,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
45,39705,52,2,Engineering,Master,0,Dec-2023 (Crisis)
48,40606,67,8,Sales,Master,0,Dec-2023 (Crisis)
49,68400,54,3,Engineering,Master,0,Dec-2023 (Crisis)
43,70215,58,5,HR,Master,0,Dec-2023 (Crisis)
28,59782,63,3,Engineering,Master,0,Dec-2023 (Crisis)
31,26069,57,7,Engineering,PhD,1,Dec-2023 (Crisis)
46,71396,60,6,Engineering,PhD,0,Dec-2023 (Crisis)
31,37847,66,9,Engineering,Bachelor,1,Dec-2023 (Crisis)
35,60414,73,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
40,65527,58,2,Sales,Master,0,Dec-2023 (Crisis)
36,48122,56,7,Engineering,Bachelor,0,Dec-2023 (Crisis)
45,65770,58,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
37,24804,49,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
39,41691,68,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
24,27986,55,0,Engineering,Bachelor,1,Dec-2023 (Crisis)
39,55803,66,2,Engineering,Master,1,Dec-2023 (Crisis)
46,38339,52,3,Engineering,Bachelor,1,Dec-2023 (Crisis)
34,61911,48,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
38,28798,59,4,Marketing,Master,1,Dec-2023 (Crisis)
30,49285,65,9,Engineering,Master,1,Dec-2023 (Crisis)
24,53872,50,6,Engineering,Master,0,Dec-2023 (Crisis)
33,62619,49,5,Engineering,Master,0,Dec-2023 (Crisis)
42,25475,64,8,Engineering,PhD,1,Dec-2023 (Crisis)
31,29933,67,0,Engineering,Bachelor,1,Dec-2023 (Crisis)
25,49122,58,4,Engineering,Master,0,Dec-2023 (Crisis)
29,23832,65,8,Sales,Master,1,Dec-2023 (Crisis)
32,40162,54,8,Engineering,Master,0,Dec-2023 (Crisis)
35,22263,64,6,Engineering,Bachelor,1,Dec-2023 (Crisis)
40,41194,71,4,Engineering,Bachelor,1,Dec-2023 (Crisis)
25,59830,73,8,Engineering,Bachelor,0,Dec-2023 (Crisis)
35,25951,74,2,Engineering,Bachelor,1,Dec-2023 (Crisis)
43,36724,55,7,Engineering,Master,1,Dec-2023 (Crisis)
23,57950,66,0,HR,Master,0,Dec-2023 (Crisis)
47,55542,52,2,Engineering,Associate,0,Dec-2023 (Crisis)
39,60201,50,2,Sales,Bachelor,0,Dec-2023 (Crisis)
36,69160,59,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
32,37952,62,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
34,30664,51,1,Marketing,Associate,0,Dec-2023 (Crisis)
32,40818,66,7,Engineering,Bachelor,1,Dec-2023 (Crisis)
41,66210,74,7,HR,Bachelor,0,Dec-2023 (Crisis)
26,56620,60,8,Engineering,Master,0,Dec-2023 (Crisis)
42,22669,67,3,Sales,PhD,1,Dec-2023 (Crisis)
27,28595,52,4,Engineering,Associate,1,Dec-2023 (Crisis)
48,37172,68,0,HR,Bachelor,1,Dec-2023 (Crisis)
49,52728,57,3,Engineering,Bachelor,0,Dec-2023 (Crisis)
27,39457,67,7,Sales,Associate,1,Dec-2023 (Crisis)
38,39105,72,5,Sales,Master,1,Dec-2023 (Crisis)
45,52901,69,1,Marketing,Associate,1,Dec-2023 (Crisis)
38,57022,49,3,Sales,Bachelor,0,Dec-2023 (Crisis)
39,63721,74,9,Engineering,Master,1,Dec-2023 (Crisis)
43,53775,49,2,Sales,PhD,0,Dec-2023 (Crisis)
23,46021,57,7,Engineering,Associate,1,Dec-2023 (Crisis)
32,37589,66,7,Marketing,Bachelor,0,Dec-2023 (Crisis)
23,64911,56,9,Sales,Bachelor,0,Dec-2023 (Crisis)
26,35998,70,2,Engineering,Master,1,Dec-2023 (Crisis)
37,31347,48,2,Engineering,Bachelor,0,Dec-2023 (Crisis)
39,41595,64,7,Engineering,Master,0,Dec-2023 (Crisis)
46,49657,58,4,Engineering,Associate,1,Dec-2023 (Crisis)
33,36797,72,6,Marketing,Bachelor,1,Dec-2023 (Crisis)
44,42173,48,1,Engineering,Master,1,Dec-2023 (Crisis)
33,59947,61,3,Engineering,Bachelor,1,Dec-2023 (Crisis)
23,54273,48,8,Sales,Bachelor,0,Dec-2023 (Crisis)
24,61529,65,8,Marketing,Bachelor,0,Dec-2023 (Crisis)
45,33688,60,9,Marketing,Bachelor,1,Dec-2023 (Crisis)
33,46774,59,3,Engineering,Master,1,Dec-2023 (Crisis)
28,59863,64,0,Sales,Master,1,Dec-2023 (Crisis)
23,33846,69,8,Engineering,Bachelor,0,Dec-2023 (Crisis)
28,22224,55,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
47,46621,48,6,Engineering,Associate,0,Dec-2023 (Crisis)
26,40740,71,5,Engineering,Bachelor,0,Dec-2023 (Crisis)
32,59822,58,0,Engineering,Bachelor,0,Dec-2023 (Crisis)
30,45735,63,0,Engineering,PhD,1,Dec-2023 (Crisis)
42,49277,57,4,Engineering,Master,0,Dec-2023 (Crisis)
33,45726,72,6,Engineering,Bachelor,1,Dec-2023 (Crisis)
38,22776,50,1,Engineering,Master,1,Dec-2023 (Crisis)
23,34043,74,0,Sales,Bachelor,1,Dec-2023 (Crisis)
34,26380,60,4,Engineering,Bachelor,0,Dec-2023 (Crisis)
37,33960,56,1,Engineering,Bachelor,1,Dec-2023 (Crisis)
31,41223,68,0,Engineering,PhD,0,Dec-2023 (Crisis)
40,26546,64,5,Sales,Bachelor,1,Dec-2023 (Crisis)
22,64131,52,0,Engineering,Master,0,Dec-2023 (Crisis)
24,40226,69,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
40,43381,74,5,Engineering,Bachelor,1,Dec-2023 (Crisis)
39,45400,55,9,Engineering,Bachelor,1,Dec-2023 (Crisis)
24,53177,53,7,Engineering,Associate,0,Dec-2023 (Crisis)
38,46118,69,7,Engineering,Master,0,Dec-2023 (Crisis)
28,50218,72,1,HR,Master,0,Dec-2023 (Crisis)
35,63347,71,0,Marketing,Master,1,Dec-2023 (Crisis)
48,26045,48,5,Marketing,PhD,0,Dec-2023 (Crisis)
27,70948,73,2,Engineering,Bachelor,1,Dec-2023 (Crisis)
32,45878,61,7,Sales,Bachelor,1,Dec-2023 (Crisis)
44,29376,73,3,Engineering,Bachelor,0,Dec-2023 (Crisis)
32,43581,49,8,Engineering,Bachelor,0,Dec-2023 (Crisis)
44,34450,65,5,Engineering,Master,0,Dec-2023 (Crisis)
41,44898,55,4,Sales,Bachelor,1,Dec-2023 (Crisis)
36,49362,51,4,Engineering,Master,0,Dec-2023 (Crisis)
29,67536,69,9,HR,Master,1,Dec-2023 (Crisis)
44,28071,56,8,Engineering,PhD,1,Dec-2023 (Crisis)
32,36967,64,9,Engineering,Bachelor,1,Dec-2023 (Crisis)
47,40813,71,5,Sales,Master,0,Dec-2023 (Crisis)
30,70872,72,8,Engineering,Bachelor,0,Dec-2023 (Crisis)
24,23172,48,6,Engineering,Bachelor,0,Dec-2023 (Crisis)
41,45601,61,3,Engineering,Master,0,Dec-2023 (Crisis)
32,35070,55,8,Sales,Master,0,Dec-2023 (Crisis)
24,45885,50,1,Marketing,Associate,1,Dec-2023 (Crisis)
44,64548,58,5,Engineering,Master,1,Dec-2023 (Crisis)
32,57617,50,1,Engineering,Master,0,Dec-2023 (Crisis)
48,62070,54,8,Engineering,Bachelor,1,Dec-2023 (Crisis)
49,45855,62,9,Engineering,Associate,0,Dec-2023 (Crisis)
46,38734,65,0,Engineering,Bachelor,1,Dec-2023 (Crisis)
39,24958,72,0,Engineering,Bachelor,1,Dec-2023 (Crisis)
